1,Precious Achiuwa,Tor,F,22.48,58,23,47.8,18.1,11.3,105,0.59,364,0.445,91,0.374,0.468,0.487,8.4,6.8,16,1.1,6.9,0.52,0.53,1.1,6.9,103.8,103.2
115,Marquese Chriss,Dal,F,24.7,23,11.1,23.2,22.2,13.5,19,0.632,80,0.513,21,0.333,0.51,0.526,5,3.5,17.2,0.5,7.5,0.48,0.43,0.74,7.4,102.2,86.5
116,Josh Christopher,Hou,G,20.26,60,17.2,35.7,21,16.8,76,0.763,240,0.533,151,0.311,0.508,0.536,7.6,2.4,7.6,1.9,16.9,0.82,0.15,1.43,7.6,101.1,113.3
117,Brandon Clarke,Mem,F,25.48,54,19.4,40.4,17.5,5.8,112,0.661,351,0.672,20,0.2,0.652,0.664,10.3,5.6,14.9,1.3,10.3,0.57,1.06,0.48,8.7,138.8,102.6
118,Gary Clark,Nor,F,27.32,32,10,20.8,11,7.4,8,0.75,12,0.25,60,0.383,0.521,0.536,2.5,2.5,13.6,0.4,5.5,0.34,0.22,0.19,5.4,116,108.4
119,Jordan Clarkson,Uta,G,29.77,64,26.2,54.6,27.4,9.6,138,0.848,401,0.534,493,0.32,0.504,0.534,15.9,3.3,6.8,2.3,13.9,0.77,0.23,1.58,7.5,107.5,106.6
120,Nic Claxton,Bro,F-C,22.91,33,20.1,41.9,15.4,9.7,67,0.567,185,0.643,0,0,0.643,0.643,8.4,5.2,14.2,0.8,6,0.52,1.15,0.7,6.5,128.9,104.6
121,Amir Coffey,Lac,G-F,24.74,57,23.1,48.1,15.1,8.2,99,0.869,165,0.539,208,0.365,0.544,0.591,8.6,2.8,6.4,1.8,11,0.56,0.19,0.65,6.1,118.9,108.5
122,John Collins,Atl,F-C,24.47,54,30.8,64.1,20.5,7.7,169,0.793,468,0.588,176,0.364,0.576,0.61,16.2,7.8,14,1.8,9,0.61,1.04,1.11,7.9,122.8,106.1
123,Zach Collins,San,F-C,24.32,14,15.9,33.1,17.3,24.1,23,0.826,43,0.512,16,0.438,0.551,0.608,6,4.9,16.2,1.8,14.6,0.5,0.5,1.57,9.4,112.2,98.5
124,Darren Collison,Lal,G,34.56,3,12.4,25.8,9.3,12.5,0,0,4,0.5,3,0,0.286,0.286,1.3,1.3,5.7,0.7,6.8,0.33,0,0.33,3.4,64.6,102.7
125,Mike Conley,Uta,G,34.42,59,28.2,58.7,20.9,12.7,133,0.835,302,0.447,335,0.397,0.525,0.561,13.2,3.1,6,5.2,27,1.34,0.32,1.71,8.5,118.4,106.5
126,Pat Connaughton,Mil,G,29.18,54,27,56.2,13.6,6.7,37,0.811,108,0.639,307,0.407,0.618,0.63,10.1,4.4,8.5,1.2,6.2,0.94,0.26,0.57,5.6,124.7,108.6
127,Tyler Cook,Chi,F,24.47,19,10.3,21.5,12.7,12.4,31,0.645,36,0.611,0,0,0.611,0.645,3.4,2.7,14.8,0.2,2,0.21,0.21,0.37,4.8,128,100.6
128,Sharife Cooper,Atl,G,20.76,11,3.2,6.7,23.6,26.3,0,0,8,0.25,6,0.167,0.25,0.25,0.6,0.5,7.8,0.5,18.3,0,0,0.45,6.6,,
129,Petr Cornelie,Den,F,26.63,13,2.9,6.1,24,19.3,4,0.75,7,0.571,8,0.125,0.367,0.418,1.1,1.1,20.4,0.2,11,0.08,0.08,0.31,8.6,,
130,DeMarcus Cousins,Mil,C,31.58,17,16.9,35.1,22.5,10.6,38,0.816,70,0.6,48,0.271,0.521,0.572,9.1,5.8,18,1.1,9.4,0.94,0.47,0.94,9.2,115.8,91.9
131,DeMarcus Cousins,Den,C,31.58,17,14.2,29.6,33.8,23.7,60,0.717,79,0.443,36,0.333,0.461,0.527,8.8,6.2,24.4,1.6,17.7,0.94,0.47,2.59,12.5,94.4,82.6
132,Robert Covington,Por,F,31.25,48,29.8,62.1,12.4,14.2,36,0.833,106,0.462,230,0.343,0.499,0.519,7.6,5.7,10.4,1.4,6.7,1.54,1.31,1.21,5.3,100.6,106.7
133,Robert Covington,Lac,F,31.25,12,20.8,43.2,15.9,9.9,17,0.824,29,0.621,45,0.356,0.568,0.601,8.2,5.3,13.4,1.1,7.6,1.25,1.33,0.75,7,118.7,96.9
134,Torrey Craig,Ind,F,31.23,51,20.3,42.2,13.9,11.6,35,0.771,143,0.573,138,0.333,0.537,0.555,6.5,3.8,10.4,1.1,7.8,0.47,0.37,0.76,5.9,112.6,108.9
135,Torrey Craig,Pho,F,31.23,13,18.9,39.3,16.1,16.4,13,0.615,28,0.607,43,0.186,0.408,0.43,5.1,4.3,12.2,1.1,7.2,0.69,0.77,1.15,6.1,86.4,99.4
136,Jae Crowder,Pho,F,31.69,58,28.4,59.2,14.8,8.9,84,0.798,165,0.521,312,0.343,0.517,0.545,9.7,5.3,10,1.7,7.8,1.38,0.43,0.86,6.3,108.4,99.3
137,Jarrett Culver,Mem,G-F,23.06,29,9,18.7,19.8,11.2,23,0.522,66,0.455,35,0.286,0.446,0.459,3.5,1.3,7.8,1,14.5,0.55,0.14,0.48,7.4,98.7,99.3
138,Jarron Cumberland,Por,G,24.47,3,4.1,8.5,7.1,0,0,0,1,1,1,0,0.5,0.5,0.7,1,13.3,0.3,11.3,0,0,0,5.8,138.2,102.3
139,Cade Cunningham,Det,G,20.47,54,32.5,67.8,27.1,17,130,0.854,540,0.456,324,0.321,0.465,0.497,16.9,5.9,9.7,5.3,28.1,1.15,0.65,3.5,10,95.5,106.9
140,Seth Curry,Phi,G,31.56,45,34.8,72.5,18.5,13,73,0.877,278,0.561,250,0.4,0.58,0.603,15,3.4,5.4,4,18,0.8,0.24,1.87,6.8,113.5,109
141,Seth Curry,Bro,G,31.56,11,31.3,65.1,19.9,11.3,11,0.818,63,0.524,73,0.452,0.607,0.618,15.8,3.2,5.5,3.2,15.2,1.09,0.18,1.64,7,115.1,109.3
142,Stephen Curry,Gol,G,34,62,34.9,72.7,30.7,13.1,290,0.921,463,0.521,732,0.378,0.549,0.597,25.5,5.3,8.2,6.4,30.2,1.35,0.37,3.23,10.9,114.7,104.3
143,Anthony Davis,Lal,F-C,29.01,37,35.1,73.1,26.9,9.4,227,0.709,569,0.578,66,0.182,0.546,0.582,23.1,9.7,14.8,2.9,14.1,1.22,2.32,2.05,9.9,116,106.2
144,Ed Davis,Cle,C-F,32.77,24,7.4,15.4,6.7,18.4,14,0.429,16,0.688,0,0,0.688,0.632,1.2,2.5,18.2,0.2,3.7,0.13,0.33,0.21,4.6,123,88.6
145,Terence Davis,Sac,G,24.83,30,17.9,37.2,25.5,10.3,44,0.818,118,0.542,149,0.329,0.515,0.543,10.4,3.1,9.5,1.3,11.8,0.83,0.37,1.1,7.8,103.5,103.2
146,Gabriel Deck,Okc,F,27.09,7,7.9,16.5,12.4,12.5,0,0,10,0.6,4,0.5,0.643,0.643,2.6,0.9,5.5,0.7,14,0.14,0,0.29,6,120.8,113.7
147,Dewayne Dedmon,Mia,C,32.59,59,16,33.4,16.5,17.3,79,0.797,222,0.581,35,0.457,0.595,0.632,6.3,5.9,20.8,0.7,7,0.36,0.64,1.03,7.4,118.8,90.3
148,Sam Dekker,Tor,F,27.86,1,0.9,1.9,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
149,Javin DeLaurier,Mil,C,20,1,2.8,5.8,0,,0,0,0,0,0,0,,,0,1,18.8,0,0,1,0,0,0,,
150,DeMar DeRozan,Chi,G-F,32.6,63,36.1,75.1,31.9,9,501,0.87,1162,0.522,116,0.345,0.521,0.59,28.1,5.4,8.4,5.1,24.1,0.94,0.32,2.37,10.2,118.2,109.8
151,Mamadi Diakite,Okc,F,25.14,13,14.4,30.1,13.3,10.4,11,0.545,42,0.595,5,0,0.532,0.54,4.3,4.5,15.8,0.2,1.6,0.38,0.69,0.46,4.4,109.8,93.5
152,Cheick Diallo,Det,F-C,25.5,3,10.2,21.3,16.3,8.6,6,0.833,8,0.375,0,0,0.375,0.517,3.7,4,21.2,0,0,0.33,0,0.33,0,115.4,92.3
153,Hamidou Diallo,Det,G,23.62,58,21.9,45.6,21.8,9,140,0.65,433,0.55,93,0.247,0.518,0.541,11,4.8,11.8,1.3,10,1.22,0.29,1,7.5,107.5,103.2
154,Gorgui Dieng,Atl,C,32.15,40,8.9,18.5,16.6,14.9,24,0.708,44,0.545,60,0.433,0.606,0.624,3.6,2.9,18.1,0.8,12.9,0.28,0.33,0.5,9.1,123.8,99.9
155,Spencer Dinwiddie,Was,G,28.94,44,30.2,63,21,11.6,143,0.811,266,0.432,226,0.31,0.447,0.501,12.6,4.7,8.6,5.8,27.8,0.61,0.16,1.66,9.3,109.1,109.3
156,Spencer Dinwiddie,Dal,G,28.94,11,30.8,64.1,22.3,8.3,55,0.691,78,0.551,52,0.442,0.596,0.626,17.5,2.7,4.9,4.5,23.6,0.64,0.18,1.27,7.8,125.2,104.9
157,Donte DiVincenzo,Mil,G,25.12,17,20.1,41.8,19.8,17.7,27,0.852,44,0.409,74,0.284,0.419,0.47,7.2,3.5,9.3,1.7,11.4,0.65,0.18,1.65,7,93.8,106.3
158,Donte DiVincenzo,Sac,G,25.12,12,23.4,48.7,16.8,12.7,19,0.895,27,0.333,61,0.328,0.443,0.493,7.9,3.9,9,3.1,17.8,1.33,0.17,1.17,7.8,106.1,109.6
159,Luka Doncic,Dal,F-G,23.04,52,35.7,74.3,37.1,15.3,386,0.741,688,0.526,440,0.339,0.519,0.561,28,9.3,14.4,8.6,45.2,1.21,0.56,4.5,14.7,108.9,101
160,Luguentz Dort,Okc,G,22.9,51,32.7,68,23.3,9.8,191,0.843,335,0.487,391,0.332,0.493,0.541,17.2,4.2,6.5,1.7,8.7,0.9,0.35,1.73,6.1,104.4,106.7
161,Ayo Dosunmu,Chi,G,22.15,62,26.9,56,13.6,16.3,66,0.667,260,0.6,143,0.406,0.603,0.613,8.5,2.9,5.9,3.3,16.2,0.82,0.44,1.35,6.4,114.8,107.4
162,Damyean Dotson,Nyk,G,27.86,2,10.3,21.5,8.5,0,0,0,3,0.667,1,0,0.5,0.5,2,1,5.1,0.5,7.1,0,0,0,3.9,113.4,117.5
163,Devon Dotson,Chi,G,22.61,11,7.7,16.1,16.5,15.6,9,0.556,14,0.643,9,0.222,0.522,0.538,2.6,0.8,5.9,1.4,23.6,0.09,0,0.45,7.4,109.6,104
164,Sekou Doumbouya,Lal,F,21.22,2,8.2,17.1,30.9,17,4,0.75,6,0.667,2,0.5,0.688,0.717,7,3,19.4,0,0,1.5,1,1,0,118.1,97.1
165,Jeff Dowtin,Gol,G,24.84,4,6.9,14.4,11,14.3,0,0,5,0.6,1,0,0.5,0.5,1.5,1.8,13.7,0.8,14.7,0,0.25,0.25,7.5,108.9,102.9
166,Jeff Dowtin,Mil,G,24.84,1,3,6.3,14.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
167,P.J. Dozier,Den,G-F,25.38,18,18.9,39.4,15.2,11,13,0.769,51,0.412,48,0.313,0.439,0.463,5.4,3.5,10.3,1.6,11.4,0.61,0.33,0.72,6.6,100.2,103.4
168,Goran Dragic,Tor,G,35.86,5,18,37.4,18.8,2.5,10,1,20,0.45,14,0.286,0.441,0.521,8,2.8,8.4,1.8,14.5,1,0.2,0.2,7.6,122,103.8
169,Goran Dragic,Bro,G,35.86,8,23,48,17,16.5,13,0.615,32,0.375,23,0.304,0.409,0.436,6.6,2.8,6.5,4.6,26.4,0.75,0.13,1.5,7.6,99.8,108.2
170,Andre Drummond,Phi,C,28.59,49,18.4,38.4,17.6,22.4,82,0.512,236,0.542,2,0,0.538,0.544,6.1,8.8,26.6,2,16.2,1.16,0.92,1.61,10.3,111.5,91.3
171,Andre Drummond,Bro,C,28.59,11,21.6,45.1,21.1,15.4,45,0.489,78,0.615,1,0,0.608,0.597,10.7,9.3,23.3,1.9,13.3,0.64,1,1.64,10.6,117.1,98.9
172,Chris Duarte,Ind,G,24.75,54,28.2,58.8,21.3,11.9,112,0.804,362,0.478,253,0.368,0.508,0.538,13.2,4.1,8.1,2.1,11.1,1.04,0.19,1.67,6.9,104.3,111.7
173,David Duke Jr.,Bro,G,22.42,21,16.2,33.7,16,7.1,21,0.81,71,0.423,37,0.243,0.403,0.444,5,3.2,10.7,0.8,6.7,0.67,0.33,0.43,5.8,104.2,105.4
174,Kevin Durant,Bro,F,33.45,41,36.6,76.3,31.5,12,290,0.897,620,0.573,218,0.372,0.569,0.628,29.6,7.3,10.8,5.9,28.1,0.8,0.93,3.22,11.9,119.5,109.8
175,Jaime Echenique,Was,C,24.88,1,3.1,6.5,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
176,Anthony Edwards,Min,G,20.61,59,34.4,71.7,26.7,12.3,235,0.774,531,0.516,503,0.346,0.517,0.55,21.2,4.7,7.2,3.7,16.9,1.53,0.71,2.71,8.3,105.9,108.5
177,Kessler Edwards,Bro,F,21.59,34,22.2,46.2,13.7,15,12,0.833,96,0.448,103,0.34,0.48,0.492,5.9,3.9,9.6,0.6,3.8,0.68,0.5,1.06,4.3,94.3,108
178,Rob Edwards,Okc,G,25.15,2,5.5,11.4,19.8,20,0,0,0,0,4,0.25,0.375,0.375,1.5,1.5,14,0,0,0,0,0.5,0,59.8,113.1
179,CJ Elleby,Por,F-G,21.74,42,17.4,36.3,14.7,12.9,46,0.761,118,0.466,77,0.273,0.444,0.483,5,3.3,10.2,1.2,9.6,0.57,0.26,0.76,6.2,101.8,106.9
180,Wayne Ellington,Lal,G,34.29,38,18.4,38.3,13.6,7.3,5,0.8,21,0.571,181,0.392,0.587,0.59,6.3,1.7,4.9,0.7,4.9,0.55,0.08,0.42,4.3,112.6,112.2
181,Joel Embiid,Phi,C-F,28,54,33.3,69.3,37.1,10.7,646,0.82,837,0.515,202,0.356,0.519,0.608,29.8,11.3,18.9,4.4,24.8,1.06,1.46,2.94,13.7,119.7,100.8
182,James Ennis III,Bro,F,31.7,2,6.9,14.3,22,0,0,0,5,0.2,2,0.5,0.357,0.357,2.5,2.5,19.8,0,0,0.5,0.5,0,0,92.6,111.8
183,James Ennis III,Lac,F,31.7,2,14.1,29.3,21.5,7.3,4,1,7,0.714,4,0.5,0.727,0.784,10,2.5,9.2,0,0,0.5,0.5,0.5,0,145.3,98.3
184,James Ennis III,Den,F,31.7,3,4.6,9.7,23.5,13.4,1,0,4,0.5,2,0,0.333,0.311,1.3,0.7,8,1,30.5,0,0,0.33,8.4,82.4,110.2
185,Drew Eubanks,San,F-C,25.11,49,12.1,25.3,17,19.2,79,0.747,151,0.55,8,0.125,0.531,0.588,4.7,4,17.3,1,11.1,0.27,0.61,0.94,8.8,113.3,103.1
186,Drew Eubanks,Por,F-C,25.11,7,26,54.1,15.5,15.4,9,0.778,50,0.6,1,0,0.588,0.61,9.6,8.1,17.1,1,6.1,0.43,0.29,1.43,6.6,117.1,106.5
187,Tacko Fall,Cle,C,26.26,11,5.3,11.1,13.6,16.6,7,0.286,12,0.417,0,0,0.417,0.398,1.1,2.1,21.4,0.2,4.6,0,0.55,0.27,5.8,91.8,103
188,Derrick Favors,Okc,F,30.66,39,16.7,34.9,13.4,4.5,25,0.64,166,0.554,16,0.125,0.522,0.534,5.3,4.7,14.4,0.6,6,0.44,0.31,0.23,5.9,118.8,103.4
189,Bruno Fernando,Bos,F-C,23.58,20,2.9,6.1,16,23.6,5,0.8,13,0.462,1,1,0.536,0.586,1,0.8,13.8,0.2,9.8,0,0.15,0.25,7.5,,
190,Bruno Fernando,Hou,F-C,23.58,5,8.3,17.4,23.6,12.9,5,0.8,17,0.765,1,0,0.722,0.743,6,3.8,25,0,0,0,0.6,0.6,0,128.2,95.8
191,Dorian Finney-Smith,Dal,F,28.86,66,33.2,69.1,13.8,10.5,75,0.667,220,0.577,349,0.387,0.579,0.589,10.7,4.9,8.1,1.9,8.4,1.15,0.5,1.08,5.6,117.3,104.2
192,Malik Fitts,Uta,F,20,7,5,10.4,13.7,18.2,0,0,5,0,4,0.5,0.333,0.333,0.9,1.4,15.6,0,0,0,0,0.29,0,57,101.9
193,Malik Fitts,Bos,F,20,2,2.3,4.8,19.1,0,0,0,0,0,2,0,0,0,0,0.5,11.6,0,0,0,0,0,0,,
194,Malachi Flynn,Tor,G,23.84,40,12,25,16.3,6,23,0.609,81,0.481,81,0.333,0.491,0.503,4.3,1.4,6.4,1.6,18.9,0.45,0.1,0.28,7.1,115.3,106.1
195,Bryn Forbes,San,G,28.64,40,16.9,35.2,21.9,9.4,49,0.898,145,0.448,151,0.417,0.539,0.572,9.1,1.6,4.9,1,8.5,0.43,0.08,0.83,5.8,107.2,111.5
196,Bryn Forbes,Den,G,28.64,25,19.5,40.6,21.1,8.6,30,0.9,88,0.455,112,0.42,0.553,0.582,9.9,1,2.8,1,7.6,0.24,0.08,0.8,4.4,108.6,108.4
197,Aleem Ford,Orl,F,20,5,14.7,30.6,14.1,16.7,0,0,5,0.8,15,0.133,0.35,0.35,2.8,3,10.8,0.4,3.8,0.2,0,0.8,4.1,67.3,105.6
198,Trent Forrest,Uta,G,23.75,54,12.6,26.3,12.6,23.2,43,0.837,109,0.569,24,0.208,0.523,0.576,3.2,1.6,7.1,1.7,18.2,0.5,0.06,0.85,6.5,111.7,107.6
199,Evan Fournier,Nyk,G-F,29.37,66,29.7,61.9,20.9,9.5,98,0.714,306,0.474,500,0.394,0.547,0.56,14.4,2.8,4.9,1.8,10.3,0.91,0.27,1.35,5.6,108.7,107.9
200,De'Aaron Fox,Sac,G,24.23,57,35.2,73.2,28.8,11.5,340,0.747,814,0.525,230,0.296,0.507,0.55,23,3.9,6,5.6,26.5,1.14,0.44,2.72,9,108.4,110.7
201,Tim Frazier,Orl,G,31.37,10,20,41.6,13,21.7,9,0.556,26,0.269,17,0.353,0.372,0.394,3.7,1.9,5,3.3,22.8,0.3,0.1,1.3,5.7,89.1,105.7
202,Tim Frazier,Cle,G,31.37,2,4.1,8.4,21.8,50,0,0,2,0.5,0,0,0.5,0.5,1,0,0,0.5,17.7,0,0,1,0,57.2,76.2
203,Enes Freedom,Bos,C,29.81,35,11.8,24.5,13.8,15.5,28,0.857,92,0.533,5,0.4,0.536,0.585,3.7,4.6,20.8,0.2,2.8,0.14,0.4,0.57,5.1,121.4,97
204,Markelle Fultz,Orl,G,23.79,6,17.4,36.2,25.3,16.5,13,0.769,40,0.55,5,0.4,0.556,0.591,10,2.8,8.6,5.5,56.4,0.83,0.17,1.67,12.3,119.5,106.7
205,Wenyen Gabriel,Bro,F,24.97,1,1.3,2.7,0,,0,0,0,0,0,0,,,0,1,41.8,0,0,0,0,0,0,,
206,Wenyen Gabriel,Lac,F,24.97,6,7.7,16.1,16.8,16.9,4,0.5,8,0.375,5,0.4,0.462,0.474,2.3,2.3,15.7,0.3,6,0.17,0.33,0.5,6.1,97.7,85.6
207,Wenyen Gabriel,Lal,F,24.97,4,7.8,16.2,24.9,11.1,9,0.444,7,0.286,5,0.4,0.417,0.439,3.5,3,20.5,0.5,8.9,0,0,0.5,8.9,104.6,96.3
208,Daniel Gafford,Was,F-C,23.45,57,20.4,42.6,16.3,12.7,103,0.718,327,0.685,0,0,0.685,0.701,9.2,5.9,15.9,1,7.7,0.4,1.49,0.95,7.4,135.2,103.7
209,Danilo Gallinari,Atl,F,33.6,56,24.5,51.1,18,5.7,140,0.9,235,0.46,235,0.387,0.52,0.578,11,4.6,10.3,1.4,8.1,0.46,0.2,0.57,6.8,119.8,111.4
210,Langston Galloway,Bro,G,30.26,4,14.6,30.3,13.3,27.8,0,0,5,0.6,8,0.25,0.462,0.462,3,2,7.5,1.3,11.1,0,0,1.25,5.4,80,109.8
211,Langston Galloway,Mil,G,30.26,3,16.2,33.7,12.3,7.1,0,0,5,0.2,8,0,0.077,0.077,0.7,3.3,10.9,2.3,17.2,0.33,0,0.33,4.3,56.3,109.7
212,Darius Garland,Cle,G,22.13,53,34.9,72.8,27.9,18.1,157,0.911,528,0.538,361,0.377,0.549,0.584,21.1,3.4,5.3,8.2,39.7,1.23,0.11,4,9.6,110.3,106.9
213,Marcus Garrett,Mia,G,23.34,12,10.7,22.3,8.7,7.9,5,0.4,17,0.235,4,0.25,0.262,0.28,1.1,1.9,10.1,0.6,7,0.42,0.25,0.17,4,89.6,97.8
214,Usman Garuba,Hou,F,20.01,16,7,14.5,11.3,13.4,2,0.5,11,0.545,14,0.214,0.42,0.425,1.4,2.3,18.2,0.5,9.8,0.5,0.44,0.25,6.7,101,105.1
215,Luka Garza,Det,C,23.21,30,11.4,23.7,20.3,10.5,44,0.659,84,0.5,41,0.341,0.504,0.537,5.2,2.9,13.9,0.5,7.6,0.27,0.13,0.57,6.9,113.3,103.3
216,Rudy Gay,Uta,F-G,35.57,43,18.8,39.1,20.2,9.9,72,0.778,139,0.475,166,0.337,0.492,0.529,8.3,4.3,12.6,1,7.7,0.51,0.3,0.86,7,109.5,102.7
217,Paul George,Lac,F,31.87,26,35.5,74,34,15.2,117,0.88,339,0.484,217,0.323,0.484,0.528,24.7,7.1,10.4,5.5,26.9,2.04,0.38,4.19,11.1,97.9,102.4
218,Taj Gibson,Nyk,F,36.72,44,17.9,37.3,9.4,14.2,40,0.775,105,0.571,23,0.391,0.574,0.611,4,4.4,13.1,0.6,4.8,0.41,0.8,0.55,4.9,127,96.9
219,Josh Giddey,Okc,G,19.43,54,31.5,65.6,22.2,19.5,79,0.709,457,0.492,213,0.263,0.461,0.478,12.5,7.8,12.6,6.4,32.7,0.94,0.37,3.17,10.9,97.5,108.1
220,Shai Gilgeous-Alexander,Okc,G-F,23.67,52,34.6,72.2,30.7,11.2,382,0.812,692,0.504,278,0.288,0.484,0.548,24,4.9,7.2,5.9,31,1.31,0.81,2.75,10.2,109.9,107.5
221,Anthony Gill,Was,F,29.4,31,8.5,17.7,15,12.4,33,0.727,48,0.604,15,0.6,0.675,0.703,3.5,1.5,9.6,0.5,8.9,0.13,0.19,0.35,6.5,135.5,101.6
222,Freddie Gillespie,Orl,F,20,9,13.2,27.5,11,16.6,7,0.429,21,0.429,1,0,0.409,0.419,2.3,4,16.1,0.6,5.9,0.33,1,0.56,5.4,98,97.8
223,Rudy Gobert,Uta,C,29.71,52,32,66.6,16.8,14.6,331,0.689,401,0.716,2,0,0.712,0.731,15.4,14.7,25.1,1.1,5.3,0.67,2.23,1.81,7.9,138,98.9
224,Brandon Goodwin,Cle,G,26.45,24,16.2,33.7,18.6,16.5,21,0.619,79,0.443,48,0.333,0.465,0.481,5.5,2.4,8,3.4,30.7,0.88,0,1.13,8.8,104.9,101.3
225,Jordan Goodwin,Was,G,23.39,2,3,6.1,22.6,0,0,0,2,0,1,0,0,0,0,0.5,9.3,0,0,0,0,0,0,,
226,Aaron Gordon,Den,F,26.49,62,31.7,66,19.4,12.6,190,0.737,457,0.604,217,0.313,0.561,0.591,14.5,5.7,10,2.5,11.8,0.66,0.55,1.76,7.5,113.9,108.4
227,Eric Gordon,Hou,G,33.21,54,29.6,61.7,18.9,14.7,135,0.778,259,0.548,289,0.408,0.582,0.612,13.8,2,3.7,2.8,14.5,0.5,0.33,1.94,5.8,111.1,119.4
228,Devonte' Graham,Nor,G,27.06,64,29.9,62.2,19.8,11,121,0.835,226,0.403,503,0.346,0.483,0.515,12.6,2.5,4.6,4.4,21.4,0.95,0.16,1.52,6.9,108.2,113
229,Jerami Grant,Det,F,28.01,43,32.5,67.7,25.4,9.8,236,0.839,408,0.463,234,0.342,0.481,0.547,19,4.1,6.8,2.4,12.8,0.93,1.09,1.88,7,107.4,111
230,Hassani Gravett,Orl,G,25.66,8,21.4,44.6,12.3,18.5,4,0.75,12,0.583,26,0.423,0.618,0.629,6.3,2.6,6.5,2.5,17,0.63,0.13,1.13,6.4,112.9,108.5
